[23:27:17] [main/INFO]: ModLauncher running: args [--username, megalodon7612, --version, forge-47.4.0, --gameDir, C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\user\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 160e99c51a494be1bd270aebcbbcdc2a, --accessToken, ????????, --clientId, 2a1b18-1005359-d911ea-74f0ec-29cd15, --xuid, 2535427159644246, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:27:17] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[23:27:17] [main/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[23:27:17] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[23:27:17] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[23:27:20] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[23:27:20] [main/INFO]: Trying GL version 4.6
[23:27:20] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22118_(AttributeInstance.java:81) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at java.lang.Iterable.forEach(Unknown Source) ~[?:?]
	at com.minecolonies.api.util.ItemStackUtils.getItemStackAttributeValue(ItemStackUtils.java:960) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorValue(ItemStackUtils.java:346) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorLevel(ItemStackUtils.java:323) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.ModEquipmentTypes.lambda$static$33(ModEquipmentTypes.java:140) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.registry.EquipmentTypeEntry.getMiningLevel(EquipmentTypeEntry.java:128) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingToolWithLevel(ToolsAnalyzer.java:84) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.findTools(ToolsAnalyzer.java:37) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.ToolRecipeCategory.findRecipes(ToolRecipeCategory.java:57) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.JEIPlugin.registerRecipes(JEIPlugin.java:129) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at mezz.jei.library.load.PluginLoader.lambda$createRecipeManager$13(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginCaller.callOnPlugins(PluginCaller.java:25) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginLoader.createRecipeManager(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.startup.JeiStarter.start(JeiStarter.java:115) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.transitionState(StartEventObserver.java:130) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.onEvent(StartEventObserver.java:98) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraft.client.multiplayer.ClientPacketListener.m_5859_(ClientPacketListener.java:1451) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:35) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:11) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.PacketUtils.m_263899_(PacketUtils.java:22) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91383_(Minecraft.java:1106) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91374_(Minecraft.java:718) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.main.Main.main(Main.java:218) ~[forge-47.4.0.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:37:49] [Render thread/WARN]: Could not get attribute value for 'attribute.name.generic.armor' on item 'item.gtceu.nanomuscle_chestplate'
java.lang.IllegalArgumentException: Modifier is already applied on this attribute!
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22133_(AttributeInstance.java:73) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22118_(AttributeInstance.java:81) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at java.lang.Iterable.forEach(Unknown Source) ~[?:?]
	at com.minecolonies.api.util.ItemStackUtils.getItemStackAttributeValue(ItemStackUtils.java:960) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorValue(ItemStackUtils.java:346) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorLevel(ItemStackUtils.java:323) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.ModEquipmentTypes.lambda$static$33(ModEquipmentTypes.java:140) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.registry.EquipmentTypeEntry.getMiningLevel(EquipmentTypeEntry.java:128) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingToolWithLevel(ToolsAnalyzer.java:84) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingEnchantedTool(ToolsAnalyzer.java:67) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.findTools(ToolsAnalyzer.java:43) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.ToolRecipeCategory.findRecipes(ToolRecipeCategory.java:57) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.JEIPlugin.registerRecipes(JEIPlugin.java:129) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at mezz.jei.library.load.PluginLoader.lambda$createRecipeManager$13(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginCaller.callOnPlugins(PluginCaller.java:25) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginLoader.createRecipeManager(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.startup.JeiStarter.start(JeiStarter.java:115) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.transitionState(StartEventObserver.java:130) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.onEvent(StartEventObserver.java:98) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraft.client.multiplayer.ClientPacketListener.m_5859_(ClientPacketListener.java:1451) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:35) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:11) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.PacketUtils.m_263899_(PacketUtils.java:22) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91383_(Minecraft.java:1106) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91374_(Minecraft.java:718) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.main.Main.main(Main.java:218) ~[forge-47.4.0.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:37:49] [Render thread/WARN]: Could not get attribute value for 'attribute.name.generic.armor' on item 'item.gtceu.nanomuscle_chestplate'
java.lang.IllegalArgumentException: Modifier is already applied on this attribute!
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22133_(AttributeInstance.java:73) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22118_(AttributeInstance.java:81) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at java.lang.Iterable.forEach(Unknown Source) ~[?:?]
	at com.minecolonies.api.util.ItemStackUtils.getItemStackAttributeValue(ItemStackUtils.java:960) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorValue(ItemStackUtils.java:346) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorLevel(ItemStackUtils.java:323) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.ModEquipmentTypes.lambda$static$33(ModEquipmentTypes.java:140) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.registry.EquipmentTypeEntry.getMiningLevel(EquipmentTypeEntry.java:128) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingToolWithLevel(ToolsAnalyzer.java:84) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingEnchantedTool(ToolsAnalyzer.java:67) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.findTools(ToolsAnalyzer.java:43) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.ToolRecipeCategory.findRecipes(ToolRecipeCategory.java:57) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.JEIPlugin.registerRecipes(JEIPlugin.java:129) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at mezz.jei.library.load.PluginLoader.lambda$createRecipeManager$13(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginCaller.callOnPlugins(PluginCaller.java:25) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.load.PluginLoader.createRecipeManager(PluginLoader.java:182) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.library.startup.JeiStarter.start(JeiStarter.java:115) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.transitionState(StartEventObserver.java:130) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at mezz.jei.forge.startup.StartEventObserver.onEvent(StartEventObserver.java:98) ~[jei-1.20.1-forge-15.20.0.106.jar%23799!/:15.20.0.106]
	at net.minecraftforge.eventbus.EventBus.doCastFilter(EventBus.java:260) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.lambda$addListener$11(EventBus.java:252) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:315) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraftforge.eventbus.EventBus.post(EventBus.java:296) ~[eventbus-6.0.5.jar%2387!/:?]
	at net.minecraft.client.multiplayer.ClientPacketListener.m_5859_(ClientPacketListener.java:1451) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:35) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.game.ClientboundUpdateTagsPacket.m_5797_(ClientboundUpdateTagsPacket.java:11) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.network.protocol.PacketUtils.m_263899_(PacketUtils.java:22) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.ReentrantBlockableEventLoop.m_6367_(ReentrantBlockableEventLoop.java:23) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18699_(BlockableEventLoop.java:115) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91383_(Minecraft.java:1106) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.Minecraft.m_91374_(Minecraft.java:718) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.client.main.Main.main(Main.java:218) ~[forge-47.4.0.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source) ~[?:?]
	at java.lang.reflect.Method.invoke(Unknown Source) ~[?:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.runTarget(CommonLaunchHandler.java:111) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonLaunchHandler.clientService(CommonLaunchHandler.java:99) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at net.minecraftforge.fml.loading.targets.CommonClientLaunchHandler.lambda$makeService$0(CommonClientLaunchHandler.java:25) ~[fmlloader-1.20.1-47.4.0.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[23:37:49] [Render thread/WARN]: Could not get attribute value for 'attribute.name.generic.armor' on item 'item.gtceu.nanomuscle_chestplate'
java.lang.IllegalArgumentException: Modifier is already applied on this attribute!
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22133_(AttributeInstance.java:73) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at net.minecraft.world.entity.ai.attributes.AttributeInstance.m_22118_(AttributeInstance.java:81) ~[client-1.20.1-20230612.114412-srg.jar%231009!/:?]
	at java.lang.Iterable.forEach(Unknown Source) ~[?:?]
	at com.minecolonies.api.util.ItemStackUtils.getItemStackAttributeValue(ItemStackUtils.java:960) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorValue(ItemStackUtils.java:346) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.util.ItemStackUtils.getArmorLevel(ItemStackUtils.java:323) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.ModEquipmentTypes.lambda$static$33(ModEquipmentTypes.java:140) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.api.equipment.registry.EquipmentTypeEntry.getMiningLevel(EquipmentTypeEntry.java:128) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingToolWithLevel(ToolsAnalyzer.java:84) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.tryAddingEnchantedTool(ToolsAnalyzer.java:67) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.colony.crafting.ToolsAnalyzer.findTools(ToolsAnalyzer.java:43) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.ToolRecipeCategory.findRecipes(ToolRecipeCategory.java:57) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
	at com.minecolonies.core.compatibility.jei.JEIPlugin.registerRecipes(JEIPlugin.java:129) ~[minecolonies-1.20.1-1.1.873-snapshot.jar%23844!/:1.20.1-1.1.873-snapshot]
